,NAME,AHA_ID,ZIP,STATE,SCORE,RANKING,LATITUDE,LONGITUDE,RAW_SCORE,Percentile Rank,STAR,NEW_COOR,LAT,LON
317,St. Charles Medical Center,6920070,97741,OR,29.9/100,,44.6380807,-121.12074282305376,29.9,0.5020833333333333,3,"(44.6376, -121.1349)",44.6376,-121.1349
318,Baptist Medical Center,6740415,33177,FL,29.8/100,,25.62581415,-80.41182742451808,29.8,0.4965277777777778,3,"(25.5968, -80.4046)",25.5968,-80.4046
319,Hospital of Central Connecticut,6160013,06052,CT,29.8/100,,41.66138145,-72.78671157363726,29.8,0.4965277777777778,3,"(41.6588, -72.7989)",41.6588,-72.7989
320,Kaiser Permanente Baldwin Park Medical Center,6930098,91706,CA,29.8/100,,34.065076700000006,-117.98636036887852,29.8,0.4965277777777778,3,"(34.0964, -117.9682)",34.0964,-117.9682
321,Rochester General Hospital,6214290,14621,NY,29.8/100,,43.1920427,-77.5882888540516,29.8,0.4965277777777778,3,"(43.1834, -77.6043)",43.1834,-77.6043
322,Forbes Hospital,6232551,15146,PA,29.7/100,,40.4289169,-79.74822769695785,29.7,0.4895833333333333,3,"(40.429, -79.7623)",40.429,-79.7623
323,Integris Baptist Medical Center,6730728,73112,OK,29.7/100,,35.5294826,-97.57649973257467,29.7,0.4895833333333333,3,"(35.5184, -97.5746)",35.5184,-97.5746
324,Shannon Medical Center,6740129,76903,TX,29.7/100,,31.46476045,-100.43385785176328,29.7,0.4895833333333333,3,"(31.4707, -100.4386)",31.4707,-100.4386
325,Sparrow Hospital,6441595,48912,MI,29.7/100,,42.73415975,-84.5352782,29.7,0.4895833333333333,3,"(42.7371, -84.5244)",42.7371,-84.5244
326,St. Luke's Anderson Campus,6230456,18045,PA,29.7/100,,40.64932925,-75.28885977025202,29.7,0.4895833333333333,3,"(40.6957, -75.2865)",40.6957,-75.2865
327,Aultman Hospital,6410280,44710,OH,29.6/100,,40.79670185,-81.40340189436196,29.6,0.4826388888888889,3,"(40.7911, -81.4169)",40.7911,-81.4169
328,Swedish American Hospital,6432810,61104,IL,29.6/100,,42.265438,-89.07431508707822,29.6,0.4826388888888889,3,"(42.2554, -89.0768)",42.2554,-89.0768
329,UP Health System-Marquette,6441720,49855,MI,29.6/100,,46.54380495,-87.40939940411731,29.6,0.4826388888888889,3,"(46.5786, -87.4545)",46.5786,-87.4545
330,Virginia Hospital Center,6340040,22207,VA,29.6/100,,38.88977955,-77.12755415946859,29.6,0.4826388888888889,3,"(38.9033, -77.1263)",38.9033,-77.1263
331,CHI St. Luke's Health-The Woodlands Hospital,6740248,77384,TX,29.5/100,,30.20458265,-95.45804178254686,29.5,0.4777777777777778,3,"(30.2257, -95.4924)",30.2257,-95.4924
332,Fort Sanders Regional Medical Center,6520510,37916,TN,29.5/100,,35.95727965,-83.93718487489545,29.5,0.4777777777777778,3,"(35.9556, -83.9336)",35.9556,-83.9336
333,Kaiser Permanente Panorama City Medical Center,6933784,91402,CA,29.5/100,,34.2185135,-118.42989173001448,29.5,0.4777777777777778,3,"(34.2262, -118.447)",34.2262,-118.447
334,Chandler Regional Medical Center,6860028,85224,AZ,29.4/100,,33.29684775,-111.87407504097484,29.4,0.47430555555555554,3,"(33.3301, -111.8632)",33.3301,-111.8632
335,Providence Little Company of Mary Medical Center Torrance,6933681,90503,CA,29.4/100,,33.83880825,-118.35718500621408,29.4,0.47430555555555554,3,"(33.8397, -118.3542)",33.8397,-118.3542
336,Holy Cross Hospital-Silver Spring,6320813,20910,MD,29.3/100,,39.01490625,-77.0351497865924,29.3,0.47152777777777777,3,"(38.9982, -77.0338)",38.9982,-77.0338
337,Mount Nittany Medical Center,6230130,16803,PA,29.3/100,,40.81880135,-77.8427667843294,29.3,0.47152777777777777,3,"(40.8082, -77.8926)",40.8082,-77.8926
338,Baptist Health Louisville,6510365,40207,KY,29.2/100,,38.2386809,-85.63919777038123,29.2,0.4666666666666667,3,"(38.2628, -85.6663)",38.2628,-85.6663
339,Baptist Memorial Hospital-Desoto,6540950,38671,MS,29.2/100,,34.9696335,-89.99645255672343,29.2,0.4666666666666667,3,"(34.9771, -89.9992)",34.9771,-89.9992
340,Bryan Medical Center,6660006,68506,NE,29.2/100,,40.7062611,-96.66142984581388,29.2,0.4666666666666667,3,"(40.7848, -96.6431)",40.7848,-96.6431
341,St. Agnes Medical Center,6930810,93720,CA,29.2/100,,36.8351216,-119.76551510801436,29.2,0.4666666666666667,3,"(36.8579, -119.7655)",36.8579,-119.7655
342,Straub Medical Center,6950405,96763,HI,29.2/100,,20.8258413,-156.9172351,29.2,0.4666666666666667,3,"(20.8293, -156.921)",20.8293,-156.921
343,Duke Raleigh Hospital,6361180,27609,NC,29.1/100,,35.82859565,-78.61794743373098,29.1,0.4597222222222222,3,"(35.848, -78.6317)",35.848,-78.6317
344,Memorial Hospital of South Bend,6421290,46601,IN,29.1/100,,41.684075750000005,-86.2521447411157,29.1,0.4597222222222222,3,"(41.6727, -86.2535)",41.6727,-86.2535
345,St. Joseph Hospital-Eureka,6930106,95501,CA,29.1/100,,40.7840724,-124.1422189,29.1,0.4597222222222222,3,"(40.7938, -124.1573)",40.7938,-124.1573
346,William W. Backus Hospital,6160560,06360,CT,29.1/100,,41.54273245,-72.08868694772954,29.1,0.4597222222222222,3,"(41.5371, -72.0849)",41.5371,-72.0849
347,Ascension Resurrection,6431020,60631,IL,29.0/100,,41.9884148,-87.81462388174296,29.0,0.4527777777777778,3,"(41.9951, -87.8082)",41.9951,-87.8082
348,Banner Boswell Medical Center,6860378,85351,AZ,29.0/100,,33.602772349999995,-112.28377645591408,29.0,0.4527777777777778,3,"(33.6061, -112.2797)",33.6061,-112.2797
349,Baton Rouge General Medical Center,6720042,70809,LA,29.0/100,,30.39429225,-91.09499375806638,29.0,0.4527777777777778,3,"(30.4089, -91.0842)",30.4089,-91.0842
350,Essentia Health-St. Mary's Medical Center,6610410,55805,MN,29.0/100,,46.79254985,-92.09390686358212,29.0,0.4527777777777778,3,"(46.7987, -92.0946)",46.7987,-92.0946
351,Tallahassee Memorial Healthcare,6391030,32308,FL,29.0/100,,30.45757135,-84.26103821261236,29.0,0.4527777777777778,3,"(30.4771, -84.2246)",30.4771,-84.2246
352,Henry Ford Wyandotte Hospital,6442520,48192,MI,28.9/100,,42.2101521,-83.14730851218805,28.9,0.44722222222222224,3,"(42.2084, -83.1616)",42.2084,-83.1616
353,Pali Momi Medical Center,6950001,96701,HI,28.9/100,,21.38351755,-157.9385184578731,28.9,0.44722222222222224,3,"(21.3908, -157.9332)",21.3908,-157.9332
354,UW Medicine-Valley Medical Center,6910520,98056,WA,28.9/100,,47.4881537,-122.1653643,28.9,0.44722222222222224,3,"(47.5073, -122.1819)",47.5073,-122.1819
355,CarolinaEast Medical Center,6361068,28560,NC,28.8/100,,35.11382065,-77.06673167359875,28.8,0.44305555555555554,3,"(35.1204, -76.9842)",35.1204,-76.9842
356,Maine Medical Center,6110430,04102,ME,28.8/100,,43.6531775,-70.27625454009248,28.8,0.44305555555555554,3,"(43.6602, -70.2898)",43.6602,-70.2898
357,St. Vincent Hospital-Worcester,6142350,01608,MA,28.8/100,,42.26496835,-71.79655403681465,28.8,0.44305555555555554,3,"(42.2624, -71.8003)",42.2624,-71.8003
358,Eastern Maine Medical Center,6110050,04401,ME,28.6/100,,44.8084356,-68.75118548208786,28.6,0.43680555555555556,3,"(44.8242, -68.7918)",44.8242,-68.7918
359,Marshfield Medical Center,6450860,54449,WI,28.6/100,,44.678975300000005,-90.17618328425192,28.6,0.43680555555555556,3,"(44.6615, -90.1784)",44.6615,-90.1784
360,MedStar Franklin Square Medical Center,6320120,21237,MD,28.6/100,,39.3519063,-76.47922352581156,28.6,0.43680555555555556,3,"(39.3361, -76.5014)",39.3361,-76.5014
361,Northside Hospital Gwinnett,6380325,30096,GA,28.6/100,,33.9997221,-84.1634251,28.6,0.43680555555555556,3,"(33.9845, -84.1529)",33.9845,-84.1529
362,Northwestern Medicine Delnor Hospital,6431765,60134,IL,28.6/100,,41.88544165,-88.34394920714993,28.6,0.43680555555555556,3,"(41.886, -88.311)",41.886,-88.311
363,WakeMed Raleigh Campus,6360001,27602,NC,28.6/100,,35.7828862,-78.5870372,28.6,0.43680555555555556,3,"(35.7587, -78.6711)",35.7587,-78.6711
364,Doctors Hospital of Augusta,6380265,30909,GA,28.5/100,,33.4864304,-82.09452364191654,28.5,0.42916666666666664,3,"(33.4717, -82.0834)",33.4717,-82.0834
365,Houston Methodist The Woodlands Hospital,6741091,77385,TX,28.5/100,,30.20538625,-95.45309353706482,28.5,0.42916666666666664,3,"(30.1877, -95.4288)",30.1877,-95.4288
366,Kaiser Permanente South Sacramento Medical Center,6932673,95823,CA,28.5/100,,38.46941505,-121.422832325,28.5,0.42916666666666664,3,"(38.4797, -121.4438)",38.4797,-121.4438
367,Methodist Stone Oak Hospital,6740417,78258,TX,28.5/100,,29.61599705,-98.47467693334384,28.5,0.42916666666666664,3,"(29.6562, -98.4967)",29.6562,-98.4967
368,UPMC St. Margaret,6232610,15215,PA,28.5/100,,40.48889775,-79.89605534023003,28.5,0.42916666666666664,3,"(40.5048, -79.9138)",40.5048,-79.9138
369,Henrico Doctors' Hospitals,6340012,23229,VA,28.4/100,,37.60330205,-77.54148077846145,28.4,0.425,3,"(37.4638, -77.398)",37.4638,-77.398
370,Ascension Genesys Hospital,6440018,48439,MI,28.3/100,,42.89179105,-83.64119757434331,28.3,0.42291666666666666,3,"(42.9282, -83.6264)",42.9282,-83.6264
371,Mercy Gilbert Medical Center,6860051,85297,AZ,28.3/100,,33.28757155,-111.7515924133052,28.3,0.42291666666666666,3,"(33.2781, -111.7096)",33.2781,-111.7096
372,Mercy Hospital Oklahoma City,6730800,73120,OK,28.2/100,,35.6071598,-97.60034601443002,28.2,0.4201388888888889,3,"(35.5835, -97.5638)",35.5835,-97.5638
373,Mosaic Life Care-St. Joseph,6630009,64506,MO,28.2/100,,39.77354495,-94.7703576225713,28.2,0.4201388888888889,3,"(39.7893, -94.8043)",39.7893,-94.8043
374,Concord Hospital,6120030,03301,NH,28.1/100,,-33.837941900000004,151.09321962284412,28.1,0.41597222222222224,3,"(43.2185, -71.5277)",43.2185,-71.5277
375,Crestwood Medical Center,6530521,35801,AL,28.1/100,,34.694121,-86.5727493705092,28.1,0.41597222222222224,3,"(34.7269, -86.5673)",34.7269,-86.5673
376,Mercy Hospital-Coon Rapids,6610085,55433,MN,28.1/100,,45.1826851,-93.36830355812752,28.1,0.41597222222222224,3,"(45.1643, -93.3193)",45.1643,-93.3193
377,Munson Medical Center,6440013,49684,MI,28.1/100,,44.76095495,-85.64207266172778,28.1,0.41597222222222224,3,"(44.694, -85.6763)",44.694,-85.6763
378,Hillcrest Medical Center,6731180,74120,OK,28.0/100,,36.1467413,-95.96628396522404,28.0,0.4111111111111111,3,"(36.1442, -95.9734)",36.1442,-95.9734
379,Lakeland Regional Health Medical Center,6390470,33805,FL,28.0/100,,28.060208950000003,-81.95527548395702,28.0,0.4111111111111111,3,"(28.072, -81.9609)",28.072,-81.9609
380,UConn John Dempsey Hospital,6160215,06030,CT,28.0/100,,41.7308603,-72.79100272757542,28.0,0.4111111111111111,3,"(41.7918, -72.7188)",41.7918,-72.7188
381,Kaiser Permanente Roseville Medical Center,6930421,95661,CA,27.9/100,,38.74651305,-121.25007754766284,27.9,0.40555555555555556,3,"(38.7346, -121.234)",38.7346,-121.234
382,Kent County Memorial Hospital,6150215,02886,RI,27.9/100,,41.70598545,-71.47724406775322,27.9,0.40555555555555556,3,"(41.7026, -71.4476)",41.7026,-71.4476
383,NCH Baker Hospital,6390669,34102,FL,27.9/100,,26.1503028,-81.79918935365694,27.9,0.40555555555555556,3,"(26.134, -81.7953)",26.134,-81.7953
384,ProMedica Toledo Hospital,6412180,43606,OH,27.9/100,,41.6737582,-83.59491710501217,27.9,0.40555555555555556,3,"(41.6712, -83.606)",41.6712,-83.606
385,St. Francis Medical Center-Monroe,6720460,71201,LA,27.9/100,,32.49936495,-92.11414652459578,27.9,0.40555555555555556,3,"(32.5286, -92.1061)",32.5286,-92.1061
386,CHI Memorial Hospital,6520019,37404,TN,27.8/100,,35.04312795,-85.25942746353982,27.8,0.40069444444444446,3,"(35.0306, -85.2722)",35.0306,-85.2722
387,WellStar Cobb Hospital,6380285,30106,GA,27.8/100,,33.8572398,-84.6049795021739,27.8,0.40069444444444446,3,"(33.8369, -84.6307)",33.8369,-84.6307
388,Beaumont Hospital-Farmington Hills,6441011,48336,MI,27.7/100,,42.44512185000001,-83.32459688432317,27.7,0.3951388888888889,2,"(42.4656, -83.3638)",42.4656,-83.3638
389,Bon Secours St. Francis Medical Center,6340021,23114,VA,27.7/100,,37.4667708,-77.65942679884691,27.7,0.3951388888888889,2,"(37.4815, -77.6419)",37.4815,-77.6419
390,Cape Fear Valley Medical Center,6360023,28304,NC,27.7/100,,35.03135185,-78.93356032952505,27.7,0.3951388888888889,2,"(35.0257, -78.9705)",35.0257,-78.9705
391,Intermountain St. George Regional Hospital,6870245,84790,UT,27.7/100,,37.09786785,-113.55455741587888,27.7,0.3951388888888889,2,"(37.0831, -113.5581)",37.0831,-113.5581
392,PeaceHealth St. Joseph Medical Center,6910001,98225,WA,27.7/100,,48.77359535,-122.47368818919853,27.7,0.3951388888888889,2,"(48.749, -122.4887)",48.749,-122.4887
393,University of Texas Medical Branch,6741615,77555,TX,27.7/100,,29.31201835,-94.77627329985782,27.7,0.3951388888888889,2,"(29.3305, -94.8002)",29.3305,-94.8002
394,Adventist Health Bakersfield,6930210,93301,CA,27.6/100,,35.38321965,-119.0200188483598,27.6,0.38819444444444445,2,"(35.3866, -119.0171)",35.3866,-119.0171
395,Einstein Medical Center Philadelphia,6231634,19141,PA,27.6/100,,40.0368481,-75.14158870992098,27.6,0.38819444444444445,2,"(40.0365, -75.1451)",40.0365,-75.1451
396,North Colorado Medical Center,6840650,80631,CO,27.6/100,,40.4148366,-104.70893358834677,27.6,0.38819444444444445,2,"(40.385, -104.6806)",40.385,-104.6806
397,St. Rita's Medical Center,6411560,45805,OH,27.6/100,,40.74053825,-84.11818697517316,27.6,0.38819444444444445,2,"(40.7399, -84.1459)",40.7399,-84.1459
398,Community Hospital North,6420023,46256,IN,27.5/100,,39.9010217,-86.04089111289873,27.5,0.3819444444444444,2,"(39.8977, -86.0094)",39.8977,-86.0094
399,Hartford Hospital,6160003,06102,CT,27.5/100,,41.75406885,-72.67939019207263,27.5,0.3819444444444444,2,"(41.7918, -72.7188)",41.7918,-72.7188
400,PeaceHealth Southwest Medical Center,6911130,98664,WA,27.5/100,,45.62437405,-122.58104919437407,27.5,0.3819444444444444,2,"(45.6231, -122.5767)",45.6231,-122.5767
401,Stamford Hospital,6160009,06904,CT,27.5/100,,41.0545224,-73.55252640927945,27.5,0.3819444444444444,2,"(41.0534, -73.5387)",41.0534,-73.5387
402,Holston Valley Medical Center,6520470,37660,TN,27.4/100,,36.5542675,-82.554874,27.4,0.375,2,"(36.5484, -82.5618)",36.5484,-82.5618
403,Jupiter Medical Center,6393411,33458,FL,27.4/100,,26.9226726,-80.096567260211,27.4,0.375,2,"(26.9339, -80.1201)",26.9339,-80.1201
404,Middlesex Hospital,6160340,06457,CT,27.4/100,,41.55439915,-72.6472261134776,27.4,0.375,2,"(41.5569, -72.6652)",41.5569,-72.6652
405,Northeast Georgia Medical Center,6380019,30517,GA,27.4/100,,34.1206437,-83.83725606512394,27.4,0.375,2,"(34.1389, -83.7812)",34.1389,-83.7812
406,Touro Infirmary,6720670,70115,LA,27.4/100,,29.9258607,-90.09206596866656,27.4,0.375,2,"(29.9289, -90.1005)",29.9289,-90.1005
407,Lee Memorial Hospital,6390240,33901,FL,27.3/100,,26.6274479,-81.87395776050018,27.3,0.37083333333333335,2,"(26.6204, -81.8725)",26.6204,-81.8725
408,Central Maine Medical Center,6110370,04240,ME,27.2/100,,44.1026,-70.21469262327662,27.2,0.36736111111111114,2,"(44.0985, -70.1916)",44.0985,-70.1916
409,Grand Strand Regional Medical Center,6370477,29572,SC,27.2/100,,33.7580795,-78.81947043551197,27.2,0.36736111111111114,2,"(33.7587, -78.8044)",33.7587,-78.8044
410,HCA Houston Healthcare Kingwood,6740046,77339,TX,27.2/100,,30.05030225,-95.25490400837904,27.2,0.36736111111111114,2,"(30.0569, -95.1835)",30.0569,-95.1835
411,University of Louisville Hospital,6510550,40202,KY,27.2/100,,38.2483107,-85.74506887135223,27.2,0.36736111111111114,2,"(38.2507, -85.7476)",38.2507,-85.7476
412,Atrium Health-Pineville,6360018,28210,NC,27.1/100,,35.09203755,-80.87159688163479,27.1,0.3638888888888889,2,"(35.1316, -80.8577)",35.1316,-80.8577
413,Lexington Medical Center,6370671,29070,SC,27.0/100,,33.9142254,-81.5161906,27.0,0.36041666666666666,2,"(33.9132, -81.4598)",33.9132,-81.4598
414,McLaren Bay Region Hospital,6440190,48708,MI,27.0/100,,43.5874693,-83.86838489229855,27.0,0.36041666666666666,2,"(43.5821, -83.8781)",43.5821,-83.8781
415,Memorial Health University Medical Center,6381027,31404,GA,27.0/100,,32.03005855,-81.0888859238983,27.0,0.36041666666666666,2,"(32.0543, -81.0492)",32.0543,-81.0492
416,Washington Hospital-Pennsylvania,6233320,15301,PA,27.0/100,,40.18374585,-80.24617100173165,27.0,0.36041666666666666,2,"(40.1717, -80.256)",40.1717,-80.256
417,Bristol Regional Medical Center,6520040,37620,TN,26.9/100,,36.5855299,-82.25651544719474,26.9,0.3527777777777778,2,"(36.5686, -82.1819)",36.5686,-82.1819
418,Christus Spohn Hospital-Corpus Christi,6740089,78405,TX,26.9/100,,27.77982145,-97.41602803545402,26.9,0.3527777777777778,2,"(27.7762, -97.4271)",27.7762,-97.4271
419,Deaconess Hospital,6420320,47747,IN,26.9/100,,37.98385435,-87.57142630334626,26.9,0.3527777777777778,2,"(37.9971, -87.575)",37.9971,-87.575
420,Essentia Health-Fargo,6640003,58103,ND,26.9/100,,46.83134205,-96.8280631659479,26.9,0.3527777777777778,2,"(46.8564, -96.8123)",46.8564,-96.8123
421,Providence Regional Medical Center Everett,6910004,98201,WA,26.9/100,,48.0009814,-122.20489507352634,26.9,0.3527777777777778,2,"(47.9884, -122.2006)",47.9884,-122.2006
422,UPMC Altoona,6230086,16601,PA,26.9/100,,40.52251265,-78.3982369649344,26.9,0.3527777777777778,2,"(40.5209, -78.4089)",40.5209,-78.4089
423,UPMC Mercy,6232510,15219,PA,26.9/100,,40.43637914999999,-79.98549286142423,26.9,0.3527777777777778,2,"(40.4423, -79.983)",40.4423,-79.983
424,Inspira Medical Center-Vineland,6220125,08360,NJ,26.8/100,,39.44441055,-75.05858277448098,26.8,0.3451388888888889,2,"(39.4818, -75.0091)",39.4818,-75.0091
425,Mission Hospital-Asheville,6360013,28801,NC,26.8/100,,35.5766889,-82.54922485627307,26.8,0.3451388888888889,2,"(35.5971, -82.5565)",35.5971,-82.5565
426,Parkview Medical Center,6840850,81003,CO,26.8/100,,38.28169165,-104.6125716266923,26.8,0.3451388888888889,2,"(38.2843, -104.6234)",38.2843,-104.6234
427,WakeMed Cary Hospital,636118A,27512,NC,26.8/100,,35.74039165,-78.78147066245384,26.8,0.3451388888888889,2,"(35.8084, -78.8395)",35.8084,-78.8395
428,Charleston Area Medical Center,6350120,25304,WV,26.7/100,,38.3300954,-81.60272322391152,26.7,0.34097222222222223,2,"(38.3173, -81.5903)",38.3173,-81.5903
429,Norman Regional Hospital-Norman,6730074,73071,OK,26.7/100,,35.23024135,-97.43931468631104,26.7,0.34097222222222223,2,"(35.233, -97.4067)",35.233,-97.4067
430,California Pacific Medical Center,6930032,94115,CA,26.6/100,,37.79060095,-122.43225972298951,26.6,0.3375,2,"(37.7856, -122.4358)",37.7856,-122.4358
431,Community Memorial Hospital-Ventura,6930131,93003,CA,26.6/100,,34.27396,-119.25820595843584,26.6,0.3375,2,"(34.2846, -119.2222)",34.2846,-119.2222
432,Decatur Memorial Hospital,6431370,62526,IL,26.6/100,,39.86781585,-88.96155668935181,26.6,0.3375,2,"(39.8583, -88.9382)",39.8583,-88.9382
433,Aventura Hospital and Medical Center,6390282,33180,FL,26.5/100,,25.96999245,-80.1450406167155,26.5,0.33125,2,"(25.9597, -80.1403)",25.9597,-80.1403
434,Community Hospital-Munster,6421050,46321,IN,26.5/100,,41.54926575,-87.50767818298002,26.5,0.33125,2,"(41.5544, -87.5011)",41.5544,-87.5011
435,HonorHealth Scottsdale Thompson Peak Medical Center,6860054,85255,AZ,26.5/100,,33.6709304,-111.92194270314332,26.5,0.33125,2,"(33.6968, -111.8892)",33.6968,-111.8892
436,Los Robles Hospital and Medical Center,6933672,91362,CA,26.5/100,,34.1549389,-118.8157364,26.5,0.33125,2,"(34.1948, -118.8232)",34.1948,-118.8232
437,Northwest Medical Center-Tucson,6864010,85741,AZ,26.5/100,,32.320263100000005,-111.00975080302378,26.5,0.33125,2,"(32.3472, -111.0419)",32.3472,-111.0419
438,Sisters of Charity Hospital of Buffalo,6211000,14214,NY,26.5/100,,42.928807250000006,-78.84803668185236,26.5,0.33125,2,"(42.9414, -78.8374)",42.9414,-78.8374
439,Atrium Health Navicent Medical Center,6380730,31201,GA,26.4/100,,32.8338837,-83.63587671157228,26.4,0.325,2,"(32.8095, -83.6168)",32.8095,-83.6168
440,Maury Regional Medical Center,6520209,38401,TN,26.4/100,,35.6070949,-87.06643950285971,26.4,0.325,2,"(35.6156, -87.038)",35.6156,-87.038
441,Sutter Medical Center,6930073,95661,CA,26.4/100,,38.7651648,-121.2491238,26.4,0.325,2,"(38.7346, -121.234)",38.7346,-121.234
442,Asante Rogue Regional Medical Center,6920280,97504,OR,26.3/100,,42.31801955,-122.830446525,26.3,0.3215277777777778,2,"(42.3363, -122.8398)",42.3363,-122.8398
443,Santa Rosa Memorial Hospital,6930109,95405,CA,26.3/100,,38.44380015,-122.7008838577606,26.3,0.3215277777777778,2,"(38.4386, -122.6727)",38.4386,-122.6727
444,Silver Cross Hospital,6432000,60451,IL,26.2/100,,41.5439385,-87.98484971278594,26.2,0.31805555555555554,2,"(41.5067, -87.9631)",41.5067,-87.9631
445,St. Anthony Hospital-Lakewood,6840385,80228,CO,26.2/100,,39.71625455,-105.12909439976605,26.2,0.31805555555555554,2,"(39.6888, -105.156)",39.6888,-105.156
446,Texoma Medical Center,6741135,75020,TX,26.2/100,,33.7668289,-96.55116137257738,26.2,0.31805555555555554,2,"(33.745, -96.5496)",33.745,-96.5496
447,Candler Hospital,6381080,31405,GA,26.1/100,,32.0285179,-81.09962094498133,26.1,0.3145833333333333,2,"(32.0391, -81.1242)",32.0391,-81.1242
448,Christus St. Vincent Regional Medical Center,6850390,87505,NM,26.1/100,,35.659295,-105.94616410457978,26.1,0.3145833333333333,2,"(35.6219, -105.8688)",35.6219,-105.8688
449,Broward Health Coral Springs,6390150,33065,FL,26.0/100,,26.26906575,-80.25570278239573,26.0,0.30972222222222223,2,"(26.2729, -80.2603)",26.2729,-80.2603
450,Jackson Hospital and Clinic,6530695,72112,AR,26.0/100,,35.6097857,-91.2644352494848,26.0,0.30972222222222223,2,"(35.5988, -91.2571)",35.5988,-91.2571
451,Medical City Arlington,6740115,76015,TX,26.0/100,,32.69218405,-97.1129428701784,26.0,0.30972222222222223,2,"(32.6931, -97.1347)",32.6931,-97.1347
452,North Florida Regional Medical Center,6390225,32669,FL,26.0/100,,29.6597666,-82.4119111,26.0,0.30972222222222223,2,"(29.6609, -82.5852)",29.6609,-82.5852
453,Atrium Health-Cabarrus,6360360,28107,NC,25.9/100,,35.238758,-80.50387139872798,25.9,0.30416666666666664,2,"(35.2477, -80.5319)",35.2477,-80.5319
454,Kaiser Permanente South Bay Medical Center,6930925,90710,CA,25.9/100,,33.787915049999995,-118.29634977717517,25.9,0.30416666666666664,2,"(33.797, -118.2991)",33.797,-118.2991
455,Our Lady of Lourdes Memorial Hospital,6210370,13905,NY,25.9/100,,42.091418950000005,-75.93687315942171,25.9,0.30416666666666664,2,"(42.1151, -75.9309)",42.1151,-75.9309
456,Ascension All Saints Hospital,6451580,53132,WI,25.8/100,,42.73212975,-87.82671320885424,25.8,0.3,2,"(42.9017, -88.0086)",42.9017,-88.0086
457,Doctors Medical Center of Modesto,6930016,95354,CA,25.8/100,,37.66523565,-120.99751958948966,25.8,0.3,2,"(37.6409, -120.9749)",37.6409,-120.9749
458,St. Francis Hospital and Medical Center,6160004,06105,CT,25.8/100,,41.77413945,-72.6980902631616,25.8,0.3,2,"(41.7691, -72.701)",41.7691,-72.701
459,Baptist Hospital,6390792,32501,FL,25.7/100,,30.4296463,-87.23192565653656,25.7,0.2951388888888889,2,"(30.4223, -87.2248)",30.4223,-87.2248
460,Brandon Regional Hospital,6390070,33511,FL,25.7/100,,27.934071,-82.286533,25.7,0.2951388888888889,2,"(27.9056, -82.2881)",27.9056,-82.2881
461,Flowers Hospital,6530350,36305,AL,25.7/100,,31.2374957,-85.45617079772055,25.7,0.2951388888888889,2,"(31.2197, -85.4828)",31.2197,-85.4828
462,USA Health University Hospital,6530600,36607,AL,25.7/100,,30.7070954,-88.09828290052609,25.7,0.2951388888888889,2,"(30.6975, -88.1029)",30.6975,-88.1029
463,Memorial Medical Center-Las Cruces,6850285,88011,NM,25.6/100,,32.29108185,-106.73704022493928,25.6,0.29097222222222224,2,"(32.3244, -106.6683)",32.3244,-106.6683
464,Northwestern Medicine Central DuPage Hospital,6430019,60190,IL,25.6/100,,41.8731919,-88.15582916779735,25.6,0.29097222222222224,2,"(41.8744, -88.1516)",41.8744,-88.1516
465,Ascension St. Thomas Hospital,6521040,37128,TN,25.5/100,,35.8098757,-86.4603605,25.5,0.2861111111111111,2,"(35.8454, -86.4867)",35.8454,-86.4867
466,CoxHealth Springfield,6631320,65809,MO,25.5/100,,37.15879805,-93.22300163811786,25.5,0.2861111111111111,2,"(37.1852, -93.2057)",37.1852,-93.2057
467,Henry Ford Macomb Hospitals,6441830,48043,MI,25.5/100,,42.60673525,-82.88202668740861,25.5,0.2861111111111111,2,"(42.5978, -82.8823)",42.5978,-82.8823
468,HonorHealth Deer Valley Medical Center,6860325,85027,AZ,25.5/100,,33.665707850000004,-112.11594150917844,25.5,0.2861111111111111,2,"(33.6819, -112.0996)",33.6819,-112.0996
469,Lovelace Medical Center,6850060,87102,NM,25.4/100,,35.0861749,-106.63976431967376,25.4,0.28055555555555556,2,"(35.0818, -106.6482)",35.0818,-106.6482
470,Providence St. Patrick Hospital,6810430,59802,MT,25.4/100,,46.87554625,-113.99995429188456,25.4,0.28055555555555556,2,"(46.9006, -114.0027)",46.9006,-114.0027
471,Ascension St. Vincent Evansville,6420027,47712,IN,25.3/100,,37.97850065,-87.62611752738528,25.3,0.27708333333333335,2,"(37.929, -87.6604)",37.929,-87.6604
472,Corpus Christi Medical Center,6740732,78412,TX,25.3/100,,27.6931502,-97.34493799204424,25.3,0.27708333333333335,2,"(27.7061, -97.3537)",27.7061,-97.3537
473,Gottlieb Memorial Hospital,6432435,60160,IL,25.2/100,,41.91043835,-87.84283111596238,25.2,0.27361111111111114,2,"(41.9003, -87.8581)",41.9003,-87.8581
474,Olathe Medical Center,6670758,66061,KS,25.2/100,,38.8524892,-94.82480652352277,25.2,0.27361111111111114,2,"(38.8865, -94.8204)",38.8865,-94.8204
475,UnityPoint Health-Methodist Hospital,6432570,61636,IL,25.2/100,,40.699796500000005,-89.59544998416077,25.2,0.27361111111111114,2,"(40.6999, -89.5951)",40.6999,-89.5951
476,St. David's Round Rock Medical Center,6742345,78681,TX,25.1/100,,30.51006835,-97.7146087967685,25.1,0.2708333333333333,2,"(30.5083, -97.6789)",30.5083,-97.6789
